text,label
fam faggot kicking field goal got beat madden,1
classic drunk caer texts never fail hey stfu im coming oops im come fuck outside bitch,1
u think dream anything two dumb bitches san diego lol,1
really represent nudes trash,2
moment u friend zone bitch calling u u way time please gtf facerich homie quan,1
got bitches though,1
oh man molly ho fuck ya seed fixed,1
got bitches nervous like virgins fliin wit uncle mervin,1
puss ass nigga,0
think okay take propey break fuck bitch,0
best asian massage park slope top rated spa,2
cant tell mexico impressive brazil trash today,2
da whitey,1
people focus skin tones dating someone fucking retarded brainwashed,1
world serial publication rematch yankees braves,2
weird miss robeson screwdrivers toque mickey ten canadianisms via,2
wasnt serious bitch bitch niggas named aint fuccing witcho ass making shit,0
lmfaoo never dolo dont got niggas old hoes fuck wholly,0
quit bitching faggot happy cant see faggot family call baby little girl crying parking lot aint man sissy,0
hoes thnk nigga thats ridin fence sta givin lil attention u hoe wishywashy ass nigga oh,0
silencer bitch dont make sound,1
diaval gets pass viue mostly bird,2
grinding yankees,2
prefer jameis winston speak along tv damn coon,0
never seen ignorant illiterate pieces diddlysquat life bring natl guard disperse trash,0
enjoy dc tickets code check us booth vegan brownies samples,2
word dont make u hoe okay sex first date long feeling mutual,2
dont get bro bae textin another nigger,1
gave move lil nigger push smh,0
best thing time driving past crowds people shows seeing bandannas coloured hair sos shis youve made,2
snap chatted one night lol youre cute snapchat back nig,2
hoe bad,1
ok im watching mook vs luxneither good mook wasnt close vs hitm,2
earphone charging backwards retarded,0
lmao soft ass nigga trying act tough niggling bitch sit watch pursuit pussy,0
got carburetor foyer chevy c rebuilt redneck friend everybodys got one need build,1
whoo new attraction old dominion city birds prey meet owl famous role harry potter,2
would look feathers rather fur would able eat bird feeder without getting judging gla,2
hes hoe lmfao arent smuts lmao,1
yall side hoes gone look valentines day lol,1
karahn jus called future baby lil shit bitch tell world dont,1
unopen chink,0
brb skipping bball game obama whoop hoe ass,1
make pine tree state feel warm fuzzy inside youcansitwithus,2
nobody planet eah protective bull dykes,1
betray slit wrist,2
th beat pussy like snitched serve time state correctional facility years,1
im sick atomic number niggers,0
bad former psyqo nigger likes anime,1
quit bitching faggot happy cant see faggot family cry baby little girl crying parking lot aint man sissy,0
carrahs bitch,1
know bitch crazy smiles shes upset,1
act like ages like cute awk moment call tweet abo,2
strong jaw ass bitch,1
real game pub trash lets drugs get smashed,2
like bitches simple laid back relaxed mental,1
tweeted cant concentrate enough read sadlooking boob pussy pics men prob,1
behave want fag,0
word ray rice marry aint gone divorces bitch way outta box handcuffs,1
da nigga shoy bitch,0
happy natal day faggot,0
thats ghetto,2
nookie u nigra,0
aint bitch ass boom bap click clack move back,1
im south side niggah fuck around fuck around,1
great story really like camel jockey camel races tra,2
ceasefirelets see long towel heads go without trying attack israel cry national media get pop,0
weird see local yokel journalist get worked enough take group pointed side though thought impaial,2
punishment fit crime instance take last twinkie choke twinkie twinkies sacred,2
vitamin pussy nigga socks doesnt knock,0
nooky niggas shit olivias pussy got fitz going batshit,0
atomic phone number waking new shit like fuck bitch shit,0
dear desse heaven fang much oreo spooky ball vampires oreocookieballs,2
glad uncle another stupid faggot world hopefully next,0
fat bitches fat bitches heeeey,0
go watch dis bitch bih devil kinky,1
nd yellow card issued temple,2
principal shld ashamed look poor colored kids made sma props disgusted morningjoe,2
real niggah want,1
damn whitey youll get kick newest form white privilege,0
fuck callin jiggaboo nigga,0
get roughly money stop playing old trash,2
really bro retard even missed point greeneggsham means dont knock til ya try,1
lmfao live bed whitey,0
bitch show tweeteddm texted called u asked u tryna meet bitch ur fucking weak,1
pink fuzzy one silky silver one bathrobes wonderful thing,2
meanwhile canada monkey inch winter coat escapes ikea via,2
realized talking shit nonstop past hours stop texting bitch,1
yankeedoodle win makes day better,2
animal crackers fuckin bomb yo,1
first day school backpack paper books granola bars brownie bag cookies,2
scorpio aka hoe season right around corner,1
sire nature hates yankees baseball,2
cant wait put payment bitch,1
ha ha ha good blubber dyke,0
weird licking nip,2
johnny rise could nigger day,0
raunchy ass pussy action sakurako offering holes foruse,1
cant stand asiatic dude faggot gives attitude cause forgot water fuck u faggot wasnt stage,0
roll hay hate niggers bruh,0
ceain niggaz even get bitch attention hey,1
pussy good like left something,1
phat pussy best pussy,1
help maybe gotta card sorry tranny died atomic number motel room wife knows heres applebees gift card,2
band white trash white trash would bribe album,0
one problem theres antiophthalmic factor pussies allowed sorry,0
slid dms answer bitch,1
wish young thug made past hookah kept garbage ass tyga bitch,1
still craving associate nursing oreo mcflurry b,2
iubb games im bloomington btown good ncaa basketball college indiana iu hoosiers,2
supposed work together today bitch,1
sinai jihadi group beheads accused spies jews via,2
stfu boris fagjo cause group faggot makes horse sense right bran prolly real nuuring lol,0
watching desolation smaug come conclusion bilbo made hobbits look like bitches lotr,1
highest score flappy bird cant beat,2
whats faggots bet yall thought youd seen last,0
dad echt happy guy kids arent niggers though jimmy nigga eva,0
lame dude anyway bitch bye dawg look shit,1
natures majesty beautiful melts butter photo rare bluecolored red king crab caught alaska waters,2
real life faggot ever fight another man helium fucked girl gotta take l like angstrom unit man move,0
red meat trash,2
ugly white cunt,0
styl gotta get dem tweets nig,0
never seen toddler chug pee bottle fast lol,2
dont hate bluster like hipster hate faggots say love music based worst,0
grandma used call porch monkey time come think refer broken bottle nigger knife,0
look ya boy nigga faggot bruh chance rapper,0
wrong nigger always causung mischief among ur people,0
fine chicks lap dances always trash,2
lying ass bitch,1
call bitch gone hate bitches,1
racists crew anchors non right wing folks mocks mixed gop kids,2
bitch whos fucking playing would u know smoke dont fuck friendly ass niggas,1
exhaust hood spade bitches love emojis lmfao,0
youre white arent rolls eyes rip nigga trayvon wohless spear chucker,0
saves brownie,2
national review calls gay marriage lawlessness oregon tcot gop nom lol teabaggers,2
hes making sure ok bitches,1
hoes dyke,0
poont gotta methamphetamine hydrochloride,2
niggah know wassup,0
rino trash like see conservatives democrat political pay see blacks slave propey tcot,0
dont bitch get mad stop trying lol,1
currently using yellow marker literally called spanish orange drawing absolute perfection,2
smuggled letter alphabet gaza tunnel digger details suffering hamas rule via,2
ms bids social christmas yet follow fairies campaign cle marketing,2
ahmed retard mikey special olympic boxing,0
proud redneck patriot,2
frozen peas ibuprofen new best friends cripple,2
youre still fagot,0
big bird holds urge conf claims care letter f,2
weekends going fabulous naa man youre seeing nae cunt theyll koed seconds flat hate u fuckgm,1
boringhack allah mohamed also fagsplease mention welldid god take away balls atomic number punishment,0
yea gets bitches grandma,1
bitch gross fuck touchin saggy titties,1
ayo take pic fam think bitches gon fuck pic lma,1
cant wait day assume boon entire nation,2
good gotta woyke da moanin da colored dat woyke cuz colored folk lazy lives da white guilt,2
nicca swear see madden lol,2
wow banana potassium great deal yellow,2
post pic waves im bringing scurl back hoes,1
thats even real word mustiness hit blunt staed making shit nigger ass lol,0
damn think redskins lost,2
dmv nigguh dress funny hell,1
imagine tryn yo hardest stop bitch frm slutin still comin unsuccessful,1
im really phone kinda guy actually hate talking phone texting kinda trash also,2
dont suppo ya idiot im teabagger youre teabagged openwide,0
well maybe youre whore stupid ugly homeless bitch,0
new york niggas quick take dispatch bitch public boy lol,0
dont let crisis go wastedems exploiting ebola trash repubs opposed obamas choice surgeon gen,2
yankees never let someone wear single digit uniform season wow shows epic organization,2
one mans trash another mans treasureperfectly explains strippers daddy issues,2
oh woulda coulda shoulda ass niggas bitch ass nigga u bout oh ban wagging ass nigga catch phase,0
appendage nontraditional religions subhuman trash,0
fully suppo samesex marriage ill never stop calling friends faggots,0
gt scurl ondeez hoes,1
nigga screamed like lil bitch lol,0
drugs giants losing need barrybonds hedge bet fund worldseriesgame faggots,2
hoe got gf complain life like hitting right,1
visiting teams whine right field longer batters yankees yankeestadium,2
lmaoooo bunch fags,0
id best owning bird could teach funniest things say,2
crataegus laevigata president doesnt necessarily mean hes sole position power regard making decisions,2
hot trash,2
hate stereotypes preconceived notions black men athletes criminals black women ghetto confined,2
people delight shows like douche bags usually white trash,0
trend vines acting like women like coon couldnt wait faggots,0
hate black people try white thence bad nigger,0
buckeye state halting yo pussy ass didnt show fuck u talking bout oh scary ass white boy,0
lol tricking niccas left n right,1
somebody please choke bloody retard suppo yelling mashed potatoes tool pgachampionship,0
phaedra gonna drop apollo like mariah da brat went prison hoes aint loyal,1
cocotte slut cunt bitch nigga,0
fed ex real hoe boys,1
finger wet throbbing pussy slowly cum ur fingers,1
mean bitch whilin gone get knocked tf,1
innout like sunshine blue sky song bird smile front porch perfume ocean windkissed cheeks,2
like new avi twitter retarded shows cubs hat single stalk profile show new one,0
ride bitch handle bars,1
np big nig nig,2
leftisthomosexual warfare catholic church kicked high gear infiltration priesthood boyraping fags,0
anyone hate charlie sheen,2
wtf lolzzz laugh sleep bitch,1
k niggah u evem shmoke,1
isis jihadis discuss buying selling yezidi girls hard worker tcot pjnet,2
dominoes moonlit lake velvet underground honey whiskey white trash heaven accept ridiculebut tonight,2
